episode,speaker,line
Procrastination,SpongeBob,huh what am i doing i've gotta write that paper come on pencil make words
Procrastination,Gary,meow
Procrastination,SpongeBob,gary hey hey hey gary how's my favorite mollusk how about you let ol' spongebob fix you up something to eat
Procrastination,Gary,meow
Procrastination,SpongeBob,what do you mean you're not hungry
Procrastination,Gary,meow
Procrastination,SpongeBob,i know i have an essay to write now come on gary i've got to make sure you have your nutrition gary so i'm not leaving until you eat every single bite gary are-are you sure you don't want some creme brul e or or some chocolate-flavored algae bits gee gary sure made a mess i can't work on my essay knowing there's a mess in the kitchen hmmm i might as well clean the rest of the floor while i'm at it i should get these hard-to-reach places too and these dishes need to be cleaned can't have dirty garbage well i think it's clean enough now why that didn't take too long and it's only 10 o'clock ooh no more fooling around i've gotta get back to work ok mr essay i say prepare to be written i'm doing it i'm doing it yeah yeah yeah and some of these and some of these almost there and done now lets see how it looks so far the- break time pacing always helps me think let's see only 799 words to go thinks spongebob think
Procrastination,Patrick,who is that hello
Procrastination,SpongeBob,hey patrick whatchya up to
Procrastination,Patrick,sleeping
Procrastination,SpongeBob,that's really fascinating are you having a good sleep any dreams you'd like to discuss i remember on the
Procrastination,Patrick,spongebob you and i both know that you're just choosing me as a distraction so you don't have to write your essay
Procrastination,SpongeBob,that is-that is not true i called to have an engaging conversation with you
Procrastination,Patrick,well i'm listening
Procrastination,SpongeBob,uh marco
Procrastination,Patrick,polo
Procrastination,SpongeBob,yeah well i gotta get going patrick got an important essay to write sheesh what a chatterbox can't he see that i'm busy i can't write with all these eraser shavings all over my paper now they're floating around my thinking space so long pesky particles i swallowed one i'm choking water water that was a close one
Procrastination,Gary,meow
Procrastination,SpongeBob,what do you mean 'overly dramatic ' gary all that choking sure made me hungry
Procrastination,Gary,meow
Procrastination,SpongeBob,i can't write on an empty stomach gary i gotta have my brain food now let's see white or rye bread or pumpernickel gee i guess it really depends on the meat inside and the cheese a visitor for me hello
Procrastination,Mailfish,package for mr squarepants
Procrastination,SpongeBob,great thanks so uh do you like delivering mail
Procrastination,Mailfish,it puts bread on the table
Procrastination,SpongeBob,rye or pumpernickel
Procrastination,Maifish,oh brother
Procrastination,SpongeBob,so do you deliver your own mail or do you have your own mail person but then who delivers his mail is there a never-ending chain of mailmen delivering mail to other mailmen well i guess a p o box could in theory break the chain
Procrastination,Mailfish,don't you have a paper to write
Procrastination,SpongeBob,how did he know i'm supposed to be writing an essay
Procrastination,Johnny Elaine,in other news local resident spongebob squarepants only has a few hours left to complete his essay and yet he continues to goof off when will he learn
Procrastination,SpongeBob,hi-yah
Procrastination,Chair,hey spongebob over here come on take a seat put your feet up and relax
Procrastination,SpongeBob,oh no midnight must get back to desk whew that was a close call ah my pants
Procrastination,Pants,yoo hoo down here
Procrastination,SpongeBob,you get up here i've got to get back to work
Procrastination,Pants,freedom
Procrastination,SpongeBob,stop pants you get back here this instant paaants
Procrastination,Clock,time's up spongebob
Procrastination,SpongeBob,
Procrastination,Fire Wick,only 799 words to go
Procrastination,SpongeBob,no what have i done help help my house is on fire
Procrastination,House,spongebob why why did you set me on fire spongebob why didn't you just write your essay stop wasting tiiiiiiiiiiiiiiiiiiiiiime
Procrastination,SpongeBob,huh where's my essay oh there you are i must have dozed off lets see where are we do i dare look at the clock it's almost 9 o' clock class starts in 5 minutes how am i going to write this whole paper in 5 minutes how am i supposed to know what to do at a stoplight feeding your snail is something not to do at a stoplight and making a sandwich and lighting candles and drinking water and calling your friends and karate chopping the tv and shootin' the breeze with the mailman and fallin' asleep mrs puff mrs puff i'm finished all 800 words i'm finished here it is huh mrs puff where is everybody
Procrastination,Mrs. Puff,oh there you are spongebob
Procrastination,SpongeBob,here you go mrs puff 800 words all about stoplights and what not to do at 'em
Procrastination,Mrs. Puff,i'm sorry spongebob i tried to call you i have to go to a teacher's convention
Procrastination,SpongeBob,but what about my essay
Procrastination,Mrs. Puff,i decided to cancel the assignment we're just going to take a field trip to a stoplight instead see you next week
I'm with Stupid,Patrick,need furniture
I'm with Stupid,SpongeBob,patrick what's with the home improvement hey patrick
I'm with Stupid,Patrick,oooooooh sweep sweep
I'm with Stupid,SpongeBob,patrick i came over to see if you wanted to go jellyfishing but i can see you're busy having an episode
I'm with Stupid,Patrick,you know something spongebob it's just all fun and games for you nothing really matters oh let's go jellyfishing we don't have any work to do life is just a big bowl of fancy assorted cashews and nobody has anything to dust or to clean or to wipe or fabricate
I'm with Stupid,SpongeBob,but patrick the only thing i've ever seen you clean is your plate
I'm with Stupid,Patrick,i don't know what to do spongebob you gotta to help me
I'm with Stupid,SpongeBob,patrick you forgot how to eat again come on we'll get the funnel
I'm with Stupid,Patrick,no it's not that spongebob it's worse
I'm with Stupid,SpongeBob,darn i like the funnel well what is it then
I'm with Stupid,Patrick,look
I'm with Stupid,SpongeBob,hey a note
I'm with Stupid,Patrick,yeah but turn it over there's a letter
I'm with Stupid,SpongeBob,you're right
I'm with Stupid,Patrick,and i got this message from my parents
I'm with Stupid,SpongeBob,your parents dear patrick your mom and i are coming out tomorrow for starfish day please try to remember but don't try too hard or you'll hurt yourself like last time love daddy
I'm with Stupid,Patrick,spongebob my parents think i'm dumber than a sack of diapers
I'm with Stupid,SpongeBob,no they don't patrick parents just like to push your buttons like this nauuugh
I'm with Stupid,Patrick,that always cheers me up but not today
I'm with Stupid,SpongeBob,patrick if your parents think you're dumb then they must not know what dumb really is
I'm with Stupid,Patrick,but don't they watch television
I'm with Stupid,SpongeBob,that's what i'm saying pat if your parents got to meet a real dummy they'd realize what a genius you really are
I'm with Stupid,Patrick,but don't geniuses live in a lamp and besides we don't know any dumb people
I'm with Stupid,SpongeBob,don't worry patrick i'll be the dummy when your parents see how dumb i act they'll think you're the smartest guy ever
I'm with Stupid,Patrick,math is power
I'm with Stupid,Patrick,a b c d e f g oh h i j k l m n o
I'm with Stupid,Janet,should i get the bullhorn again marty
I'm with Stupid,Patrick,w x y and z hi mom hi dad
I'm with Stupid,Marty,son you recognized us this time
I'm with Stupid,Patrick,why wouldn't i recognize my own parents
I'm with Stupid,Marty,you never were a bright one well aren't you gonna show us inside
I'm with Stupid,Janet,he probably forgot where it is
I'm with Stupid,Patrick,well i know where it
I'm with Stupid,Marty,oh let me lead the way so we don't get lost huh hold hands now okay we're almost there let go on three one two three
I'm with Stupid,Janet,good job
I'm with Stupid,Marty and Janet,pats for patrick
I'm with Stupid,Patrick,i'll go get the beverages
I'm with Stupid,Marty,wow son you put the drinks in something this time ah son you must've been working all night to put these together for us
I'm with Stupid,Janet and Marty,we love you
I'm with Stupid,Patrick,hooray the idiot's here i mean i'll get it
I'm with Stupid,SpongeBob,protective helmet check
I'm with Stupid,Gary,meow
I'm with Stupid,SpongeBob,i'm supposed to look stupid gary
I'm with Stupid,Gary,meow
I'm with Stupid,SpongeBob,what could go wrong
I'm with Stupid,Patrick,what a surprise
I'm with Stupid,SpongeBob,hi
I'm with Stupid,Patrick,mom dad meet my neighbor spongebob
I'm with Stupid,SpongeBob,hi
I'm with Stupid,Marty,hello there
I'm with Stupid,Janet,how do you do
I'm with Stupid,SpongeBob,hi
I'm with Stupid,Marty,put 'er there
I'm with Stupid,Doll,mama mama
I'm with Stupid,Patrick,he means shake no spongebob no shake hands no spongebob grab my dad's hand grab it with only one hand good boy now move your arm up and down
I'm with Stupid,Janet,so spongebob do you live nearby
I'm with Stupid,SpongeBob,hi
I'm with Stupid,Patrick,no spongebob show them your house no not your blouse your house
I'm with Stupid,Janet,he lives in a fruit
I'm with Stupid,Marty,that's unhealthy
I'm with Stupid,Patrick,hey spongebob you wanna stay for dinner
I'm with Stupid,Marty,does he always do that after he eats
I'm with Stupid,Patrick,only on wednesday
I'm with Stupid,Marty,uh patrick i think your friend might be broken
I'm with Stupid,Patrick,yeah and it would take more than some masking tape to fix that guy
I'm with Stupid,Marty,whoa is he gonna be okay
I'm with Stupid,Patrick,oh that's nothing you should see him in the morning prancing around yelling i'm ready i'm ready i'm ready he drives all the neighbors crazy why just the other day our neighbor squidward was--- ---was really no help for him i mean look at the way he's dressed only somebody with holes drilled in their head would wear that stuff and how about his shape i mean i've heard of barrel-chested but never box-chested hey spongebob do you have any mascara i could borrow
I'm with Stupid,Marty,the boy wears make-up
I'm with Stupid,Janet,what a card
I'm with Stupid,SpongeBob,hey patrick patrick
I'm with Stupid,Patrick,aw he said my name
I'm with Stupid,Marty,wow how'd you train him to do that
I'm with Stupid,Patrick,ow he bit me
I'm with Stupid,SpongeBob,patrick meet me in the kitchen
I'm with Stupid,Patrick,oh i guess the dummy wants to have a private conversation a dumb one so what's on your mind oh wait i already know the answer nothing see that's funny 'cause your dumb
I'm with Stupid,SpongeBob,patrick could you let up on the insults just a little bit
I'm with Stupid,Patrick,oh were those too complicated for you i'll try dumb-ing them down a bit
I'm with Stupid,SpongeBob,patrick i get the feeling that you think i really am dumb
I'm with Stupid,Patrick,that's just what i'd expect you to say dumb people are always blissfully unaware of how dumb they really are
I'm with Stupid,SpongeBob,i'm only pretending to be dumb it was our plan remember
I'm with Stupid,Patrick,oh spongebob if only you could see how stupid you sound right now with your talk of imaginary plans tell you what you've caught me at a good mood i'll humor you go on go out there and act smart for everyone
I'm with Stupid,SpongeBob,ok i will
I'm with Stupid,Patrick,and don't worry i'll keep this warm for ya
I'm with Stupid,SpongeBob,i have a confession to make i lied about being stupid i just acted like a fool so you would appreciate patrick a little bit more i know how to talk and eat and do laundry i even separate the darks from the lights so what do you say we start over and try again hi my name is spongebob squarepants and i am not a dummy
I'm with Stupid,Marty,amazing three minutes in the kitchen and our son has taught him to talk in complete sentences oh good work son
I'm with Stupid,Patrick,it wasn't easy dad
I'm with Stupid,SpongeBob,but but but but but but but
I'm with Stupid,Janet,it looks like it's time for your next lesson young man
I'm with Stupid,SpongeBob,now listen to me i'm not dumb i have a brain see here's a picture of it
I'm with Stupid,Patrick,that must be actual size
I'm with Stupid,SpongeBob,no it's normal size and fully functional watch 2 plus 2 equals 4
I'm with Stupid,Marty,hoho son you taught him math too
I'm with Stupid,SpongeBob,noooo
I'm with Stupid,Marty,and you taught him to sing oh now he's short-circuiting you must have taught him a little too much
I'm with Stupid,SpongeBob,
I'm with Stupid,Marty,you know son i've always known that when it comes to brightness well you're about a three-watt but this guy he's a wet match in a dark cave he makes phone operators seem smart but more importantly son he's shown me what a sharp quick-witted boy you've become ha i feel like i'm really meeting you for the first time isn't that right janet
I'm with Stupid,Janet,you bet marty
I'm with Stupid,Patrick,janet marty who are you people
I'm with Stupid,Janet,marty i'm scared
I'm with Stupid,Squidward,excuse me does this lovely couple belong to you they've been standing outside my house saying where's patrick all day it's driving me nuts
I'm with Stupid,Patrick,mom dad
I'm with Stupid,Herb,wow son you actually recognized us this time
I'm with Stupid,Margie,and you remembered to get dressed today
I'm with Stupid,Marty,oh that's right honey we don't have a son
I'm with Stupid,Janet,oh yeah
Sailor Mouth,Mr. Krabs,well it's the worst time of the day once again closing time
Sailor Mouth,SpongeBob,well see you in the a m mr krabs
Sailor Mouth,Mr. Krabs,hold on there spongebob take that pile of filth out with you
Sailor Mouth,SpongeBob,mr krabs you shouldn't talk about squidward like that
Sailor Mouth,Squidward,he means this filth you loon
Sailor Mouth,SpongeBob,takin' out the trash takin' out the trash
Sailor Mouth,SpongeBob,hmm dumpster writing the voice of the people up with bubbles down with air nematodes are people too ha those nematodes here's one someone didn't finish squidward smells good hmm what's this one krabs is a hmm krabs is a
Sailor Mouth,Garbage Man,do you kiss your mother with that mouth
Sailor Mouth,SpongeBob,well sometimes but not recently
Sailor Mouth,Patrick,hi garbage man hi spongebob
Sailor Mouth,SpongeBob,hi patrick hey patrick do you know what this word means
Sailor Mouth,Patrick,krabs uh isn't that the red sweaty guy you work for
Sailor Mouth,SpongeBob,nah-uh not that word that word
Sailor Mouth,Patrick,hmm oh hey i think i know what that means that's one of those sentence enhancers
Sailor Mouth,SpongeBob,sentence enhancers
Sailor Mouth,Patrick,you use them when you want to talk fancy you just sprinkle it over anything you say and wham-o you've got yourself a spicy sentence sandwich
Sailor Mouth,SpongeBob,oh i get it let me try hello patrick lovely day we're having isn't it
Sailor Mouth,Patrick,why yes it is spongebob this day is particularly lovely
Sailor Mouth,SpongeBob,how right you are patrick
Sailor Mouth,SpongeBob,ooh you're right patrick my lips are tingling from the spiciness of this conversation
Sailor Mouth,Patrick,oh mine too
Sailor Mouth,SpongeBob,it tingles when i laugh
Sailor Mouth,SpongeBob,hello customers nice day we're having uh
Sailor Mouth,Harold,did he just say
Sailor Mouth,Pirate Fish,aye he did
Sailor Mouth,SpongeBob,hey patrick how the are ya
Sailor Mouth,Patrick,pretty good spongebob
Sailor Mouth,Old Man Jenkins,i thought this was a restaurant not a gutter mouth convention
Sailor Mouth,SpongeBob,attention customers today's special is a krabby patty served in a greasy sauce and grilled to perfection and don't forget to ask us to the fries it will be our pleasure hi squidward how the are ya
Sailor Mouth,Patrick,nice day we're having isn't it squidward
Sailor Mouth,Tom,i don't understand that guy's talented he doesn't have to work blue
Sailor Mouth,Evelyn,let's go somewhere more family oriented
Sailor Mouth,Female Fish,i'm never eating here again
Sailor Mouth,Male Fish,those foul-mouth bottom feeders
Sailor Mouth,Mr. Krabs,huh ah the krusty krab she's empty all hands on deck batten the front doors brace the cash register break out the happy snacks squidward where have all me money paying customers gone
Sailor Mouth,Squidward,apparently the two barnacle-mouth brothers just learned a new word and spongebob just said it over the intercom
Sailor Mouth,Mr. Krabs,well what was it what'd he say
Sailor Mouth,Squidward,er he said um well he said
Sailor Mouth,Mr. Krabs,huh spongebob and friend front and center why i oughta make the two of you paint the krusty krab for using such language
Sailor Mouth,SpongeBob,but mr krabs we were only using our sentence enhancers
Sailor Mouth,Patrick,yeah it's fancy talk
Sailor Mouth,Mr. Krabs,there ain't nothing fancy about that word
Sailor Mouth,SpongeBob,you mean
Sailor Mouth,Mr. Krabs,yes that one now quit saying that it's a bad word
Sailor Mouth,SpongeBob and Patrick,bad word
Sailor Mouth,Mr. Krabs,yes sirree that's bad word number 11 in fact there are 13 bad words you should never use
Sailor Mouth,Squidward,don't you mean there are only 7
Sailor Mouth,Mr. Krabs,not if you're a sailor
Sailor Mouth,SpongeBob,wow 13
Sailor Mouth,Patrick,that's a lot of bad words
Sailor Mouth,Mr. Krabs,ok boys i want you to promise me you'll never use that word again
Sailor Mouth,SpongeBob and Patrick,we promise
Sailor Mouth,SpongeBob,gee i'm glad mr krabs told us that word we were using was a bad word
Sailor Mouth,Patrick,yeah me too because classy sophisticates like us shouldn't stain our lips with cursing
Sailor Mouth,SpongeBob,yea verily now let's play a nice wholesome game of eels and escalators
Sailor Mouth,Patrick,oh boy my favorite
Sailor Mouth,SpongeBob,come on gary needs a new pair of shoes
Sailor Mouth,Patrick,oh eels too bad spongebob you gotta ride the eel
Sailor Mouth,SpongeBob,darn
Sailor Mouth,Patrick,my turn hooray escalators yay up up up
Sailor Mouth,SpongeBob,come on escalators escalators escalators eels again
Sailor Mouth,Patrick,my turn escalators
Sailor Mouth,SpongeBob,escalators escalators escalators eels
Sailor Mouth,Patrick,es-skee-lators well this is your last chance spongebob or if you get eels again you lose
Sailor Mouth,SpongeBob,escalators escalators escalators ha escalators
Sailor Mouth,Patrick,eels
Sailor Mouth,SpongeBob,ah
Sailor Mouth,Patrick,ooooh you said number 11
Sailor Mouth,SpongeBob,i didn't mean you gotta understand patrick i was trying what i meant to say was some things just slip out you gotta understand
Sailor Mouth,Patrick,don't worry spongebob i understand mr krabs mr krabs mr krabs mr krabs
Sailor Mouth,SpongeBob,no wait patrick patrick no please don't tell
Sailor Mouth,Patrick,but you said
Sailor Mouth,SpongeBob,aha now i'm gonna tell mr krabs on you
Sailor Mouth,Patrick,not if i tell first
Sailor Mouth,SpongeBob,i can run faster than you
Sailor Mouth,Patrick,see ya at the krusty krab ha ha ha oh no
Sailor Mouth,SpongeBob,mr krabs mr krabs mr krabs
Sailor Mouth,Mr. Krabs,what what what
Sailor Mouth,SpongeBob,patrick patrick patrick
Sailor Mouth,Mr. Krabs,yes yes yes
Sailor Mouth,SpongeBob,he said he said he said
Sailor Mouth,Mr. Krabs,out with it boy
Sailor Mouth,SpongeBob,me and patrick were playing eels and escalators and patrick was going up-up-up and i had to ride the eel and then we ran and patrick he said some things
Sailor Mouth,Mr.Krabs,what kind of things
Sailor Mouth,SpongeBob,well he said
Sailor Mouth,Mr. Krabs,yes
Sailor Mouth,SpongeBob,well uh let's just say he said a certain word that you said we shouldn't say and this particular word happens to be number 11 in the 13 words you said shouldn't be said
Sailor Mouth,Mr. Krabs,uh right now what was that part about the um who now
Sailor Mouth,Patrick,mr krabs mr krabs mr krabs
Sailor Mouth,SpongeBob and Patrick,he said that word that you said we shouldn't say
Sailor Mouth,SpongeBob,number thirteen
Sailor Mouth,SpongeBob and Patrick,mmm-mmm
Sailor Mouth,Mr. Krabs,now i'm gonna let go of yer lips and when i do i want you to calmly tell me what youse need to tell me understand
Sailor Mouth,SpongeBob and Patrick,mmm-hmm he said
Sailor Mouth,Mr. Krabs,do my ears deceive me you two should be ashamed time to take out the trash you two need to be taught a lesson i thought i made it clear never and i mean never use number 11 or any of the 13 bad words now the both of youse wait right here i'll be back
Sailor Mouth,Patrick,what's going to happen to us
Sailor Mouth,SpongeBob,we'll probably get 40 lashes
Sailor Mouth,Patrick,oh no
Sailor Mouth,SpongeBob,i'm sorry patrick mr krabs was right there's no need for words like that
Sailor Mouth,Patrick,i'm sorry too spongebob
Sailor Mouth,SpongeBob,let's make a vow patrick from this day forth a foul word shall never pass our lips we'll be good citizens just like good ol' mr krabs
Sailor Mouth,Patrick,agreed
Sailor Mouth,Mr. Krabs,all right you two foul mouths as punishment for fouling the air in me restaurant with yer foul words you're going to give the krusty krab a fresh coat of paint from top to bottom ow ooh ow my foot what genius puts a rock in a path can't you see i got a foot here oh
Sailor Mouth,SpongeBob,five six seven
Sailor Mouth,Mr. Krabs,a whole lotta and with a side of a heapin' helpin' of and a boatload of
Sailor Mouth,Patrick,nine
Sailor Mouth,Mr. Krabs,
Sailor Mouth,SpongeBob,that's all 13 patrick we're gonna tell your mom mr krabs
Sailor Mouth,Mr. Krabs,no please not me mommy wait please don't tell me mother i don't think her little old heart can take it
Sailor Mouth,SpongeBob and Patrick,mama krabs mama krabs
Sailor Mouth,Mama Krabs,why hello there
Sailor Mouth,SpongeBob,mama krabs he said and then he said again and said and then he screamed at the top of his voice and he-- horn honks --mrs krabs he didn't care such a stream of i have never heard in my days
Sailor Mouth,Mama Krabs,oh dear my poor old heart
Sailor Mouth,Mr. Krabs,oh dear mother what have these foul-mouthed heathens done to you you two should be ashamed making an old lady faint with your sailor talk
Sailor Mouth,Mama Krabs,you should all be ashamed and if you're gonna talk like sailors then you're gonna work like sailors
Sailor Mouth,Mama Krabs,i guess you three scallywags have earned a glass of lemonade ah-ga-ga-ga-ga yeeeoww my foot
Sailor Mouth,Mr. Krabs,mother
Sailor Mouth,Mama Krabs,what it's old man jenkins and his jalopy
Sailor Mouth,Old Man Jenkins,howdy mrs k
Sailor Mouth,"SpongeBob, Patrick, Mr. Krabs, and Mama Krabs",
Artist Unknown,Squidward,ah how i have dreamed of this day mr tentacles professor of art what a marvelous opportunity for the people of bikini bottom bring me your huddle masses of bored house wives and i will shape them into my image and i'll go down in history someday and there will be a wing with my name on it in all the museums of the world
Artist Unknown,Janitor,dude you're teaching art at the rec center calm down
Artist Unknown,Squidward,uncultured trash urchin 9am time to let the class in well don't want to keep them waiting any longer welcome to art class
Artist Unknown,Nat,oh isn't this cooking sorry
Artist Unknown,SpongeBob,hi squidward are you taking this art class too
Artist Unknown,Squidward,spongebob in art class wait this is cooking come back you gotta be kidding
Artist Unknown,SpongeBob,this is great you and me in school together so where's the teacher
Artist Unknown,Squidward,you're looking at him
Artist Unknown,SpongeBob,you are the teacher to my pupil this isn't art class it's heaven
Artist Unknown,Squidward,yeah grab a little piece of heaven and let's get with it
Artist Unknown,SpongeBob,i'm ready mr tentacles
Artist Unknown,Squidward,so you wanna be an artist eh spongebob
Artist Unknown,SpongeBob,yes please
Artist Unknown,Squidward,well art is not all fun and games it's a lot of hard work ok first repeat after me i have no talent
Artist Unknown,SpongeBob,i have no talent
Artist Unknown,Squidward,mr tentacles has all the talent
Artist Unknown,SpongeBob,mr tentacles has all the talent
Artist Unknown,Squidward,if i'm lucky some of mr tentacles talent will rub off on me
Artist Unknown,SpongeBob,if i'm lucky mr talent will rub his tentacles on my art
Artist Unknown,Squidward,whatever ok since you're telling me you have no prior training we'll have to start from square one or should i say circle one am i going too fast for you spongebob
Artist Unknown,SpongeBob,how's this squidward
Artist Unknown,Squidward,what the how the a perfect circle do it again show your process
Artist Unknown,SpongeBob,well first i draw this head then i erase some of the more detailed features and one two three a circle uhh thingy
Artist Unknown,Squidward,gimme that forget the circles
Artist Unknown,SpongeBob,ooh nice one squidward let me try looky squidward it's you and me playing leapfrog that's you on the bottom
Artist Unknown,Squidward,gimme that there is nothing artistic about leapfrog what are you doing now
Artist Unknown,SpongeBob,i call it rippy bits you take a bunch of old ripped of paper and make a new picture out of it see you're on top this time
Artist Unknown,Squidward,do you want to learn art or not
Artist Unknown,SpongeBob,i'm sorry squidward i'll listen
Artist Unknown,Squidward,alright spongebob pay close attention look at your marble visualize the sculpture within and
Artist Unknown,SpongeBob,how's this squidward
Artist Unknown,Squidward,it's beautiful i mean this isn't a sculpture a good sculpture takes more time you can't just sculpt willie-nillie you've got to go by the book follow the rules otherwise you'll never get passed amateur hour here besides you've got the nose wrong there now it's art
Artist Unknown,SpongeBob,ohhh it's so obvious i would've never thought of that i'm sorry squidward i came here to learn and i arrogantly shoved your lessons i'll never be a great artist like you i don't deserve your tutoring i don't deserve to be in your presence i don't even deserve to use your doors
Artist Unknown,Monty,hello there
Artist Unknown,SpongeBob,but i did deserve that i deserved that too and i deserve this
Artist Unknown,Monty,good day sir
Artist Unknown,Squidward,sorry class dismissed you're too late
Artist Unknown,Monty,oh i beg your pardon but i've forgotten my manners my name is monty p moneybags
Artist Unknown,Squidward,the world famous art collector
Artist Unknown,Monty,the one and only
Artist Unknown,Squidward,well what are you doing here
Artist Unknown,Monty,i'm on a shopping spree buying art for my new museum
Artist Unknown,Squidward,your search is over i am bikini bottom's greatest artiste i call this one squidward en repose
Artist Unknown,Monty,i uh don't think that will fit in with the other pieces in my collection
Artist Unknown,Squidward,why not
Artist Unknown,Monty,because it's an art collection
Artist Unknown,Squidward,how about this one i call it bold and brash
Artist Unknown,Monty,more like belongs in the trash
Artist Unknown,Janitor,sorry i must've missed that one
Artist Unknown,Monty,maybe i should be huh what is that
Artist Unknown,Squidward,wait wait that's not uh uh
Artist Unknown,Monty,angelic form amazing detail perfect censorship this is the work of a true genius hello what this this is the only flaw ah that's more like it i simply must find the artist responsible he shall have fame
Artist Unknown,Squidward,fame
Artist Unknown,Monty,fortune
Artist Unknown,Squidward,fortune
Artist Unknown,Monty,anything his heart desires
Artist Unknown,Squidward,anything it's me it's me i'm responsible
Artist Unknown,Monty,i can see it now your name in the world's most prestigious museums i'm gonna make you immortal now uh help me get this in the car
Artist Unknown,Squidward,i could use a little help my fame my fortune my hair
Artist Unknown,Monty,well that's a bit a bad luck right there but this shouldn't be a problem for an artist of your magnitude you can whip up another one
Artist Unknown,Squidward,yeah no problem you know between you and me this isn't my best work why don't you come back tomorrow and i'll have something that will really knock your socks off
Artist Unknown,Monty,between you and me i'm not wearing socks
Artist Unknown,Squidward,yeah no socks ok see you tomorrow bye i gotta find spongebob spongebob spongebob spongebob
Artist Unknown,SpongeBob,go away squidward i don't deserve your kindness
Artist Unknown,Squidward,hey cheer up i have decided to give you another chance why with a great teacher like me anything is possible
Artist Unknown,SpongeBob,don't look at me squidward don't look at my shame these hands weren't meant to create they only destroy i can't look at them
Artist Unknown,Squidward,aww c'mon spongebob you've got yourself a pair of yellow dandies here with my help we'll turn them into tools of beauty
Artist Unknown,SpongeBob,really
Artist Unknown,Squidward,really
Artist Unknown,SpongeBob,really
Artist Unknown,Squidward,really
Artist Unknown,SpongeBob,really
Artist Unknown,Squidward,really
Artist Unknown,SpongeBob,wow really
Artist Unknown,Squidward,let's go
Artist Unknown,SpongeBob,squidward look it's ol' bold and brash
Artist Unknown,Squidward,gimme that ok spongebob just do what you did before
Artist Unknown,SpongeBob,i can't
Artist Unknown,Squidward,ah ah wait wait let me help let's start with the circle again
Artist Unknown,SpongeBob,i did it squidward
Artist Unknown,Squidward,huh but but what about the head and the erasing and the the
Artist Unknown,SpongeBob,i don't know squidward that stuff's not in the book
Artist Unknown,Squidward,uhh how about this huh remember
Artist Unknown,SpongeBob,that's not in the book either
Artist Unknown,Squidward,forget about the book ha look at all this mess spongebob what do all these little bits of paper make you want to do
Artist Unknown,SpongeBob,wait i know this oh wait i think i got it ta-da
Artist Unknown,Squidward,ok spongebob let's just move onto the marble
Artist Unknown,SpongeBob,first an artist must concentrate and visualize his concept
Artist Unknown,Squidward,now you've got it
Artist Unknown,SpongeBob,i've gotta embrace the marble
Artist Unknown,Squidward,right
Artist Unknown,SpongeBob,i've gotta sniff the marble
Artist Unknown,Squidward,well uh ok
Artist Unknown,SpongeBob,i've gotta lick the marble
Artist Unknown,Squidward,uhh
Artist Unknown,SpongeBob,i've gotta wash the marble i've gotta date the marble i've gotta be the marble i've got it i have see the sculpture within
Artist Unknown,Squidward,here you go buddy
Artist Unknown,SpongeBob,with this tool i shall give birth to art
Artist Unknown,Squidward,oh boy
Artist Unknown,SpongeBob,but one more thing there now it's art well what do you think squidward just take it all in for a moment let it soak in it looks like the excitement of my artistic triumph is too much for squidward oh well back to the dump to the dump to the dump to the dump dump dump to the dump to the dump to the dump dump dump
Artist Unknown,Monty,i'm here for the what the who is responsible for this
Artist Unknown,Squidward,as of now it's his responsibility good day to you sir
Artist Unknown,Monty,you sir are the greatest artist who ever lived
Jellyfish Hunter,French Narrator,ahh another beautiful day in bikini bottom's own jellyfish fields an untamed world of natural order where the little jellyfish jellies roam free across the salty seascape and where there is jellyfish there is the jellyfish hunter
Jellyfish Hunter,SpongeBob,la la la la la la la la la you're my twelfth catch of the day i'm gonna call you twelvey coochie coochie coo bye twelvey oh it's you well it's just you and me again i've caught and named every jellyfish in jellyfish fields at least once except you no name
Jellyfish Hunter,No Name,
Jellyfish Hunter,SpongeBob,gotcha barnacles how'd he do that someday i'll catch old no name
Jellyfish Hunter,SpongeBob,i'm going on my lunch break mr krabs
Jellyfish Hunter,Mr. Krabs,you've got 5 minutes
Jellyfish Hunter,SpongeBob,wow one more minute than yesterday spongebob ready for lunch yum
Jellyfish Hunter,Fred,hey buddy what the heck is that
Jellyfish Hunter,SpongeBob,why this is a hole sir you see i am a sponge and
Jellyfish Hunter,Fred,no not that that
Jellyfish Hunter,SpongeBob,it's just a little ol' krabby patty with jellyfish jelly i call it a krabby patty with jellyfish jelly
Jellyfish Hunter,Fred,could i try some
Jellyfish Hunter,SpongeBob,sure
Jellyfish Hunter,Fred,amazing i've got to tell someone about this hey all you people hey all you people hey all you people won't you listen to me i just had a sandwich no ordinary sandwich a sandwich filled with jellyfish jelly hey man you've got to try this sandwich it's no ordinary sandwich it's the tastiest sandwich in the sea yeah thank you
Jellyfish Hunter,Mr. Krabs,spongebob who's playing squidward's records again
Jellyfish Hunter,SpongeBob,no-one mr krabs i was just sharing my jellyfish jelly with the customers here you go mr krabs send your taste buds on a journey
Jellyfish Hunter,Mr. Krabs,messing with the patty's formula that's mutiny why i oughta
Jellyfish Hunter,Fred,sir this is the greatest thing i've ever eaten i'm going to come back here for lunch everyday for the rest of my life hey buddy you alright
Jellyfish Hunter,Mr. Krabs,
Jellyfish Hunter,SpongeBob,you okay mr k
